filename,width,height,class,xmin,ymin,xmax,ymax
BAIK_1.jpg,320,320,baik,86,174,153,231
BAIK_10.jpg,320,320,baik,93,183,168,238
BAIK_100.jpg,320,320,baik,102,84,240,236
BAIK_101.jpg,320,320,baik,103,86,269,240
BAIK_103.jpg,320,320,baik,62,148,135,211
BAIK_106.jpg,320,320,baik,116,180,169,234
BAIK_107.jpg,320,320,baik,144,130,228,238
BAIK_11.jpg,320,320,baik,38,142,124,213
BAIK_110.jpg,320,320,baik,104,160,158,223
BAIK_111.jpg,320,320,baik,131,229,181,278
BAIK_112.jpg,320,320,baik,81,167,133,225
BAIK_113.jpg,320,320,baik,160,170,204,215
BAIK_114.jpg,320,320,baik,80,149,140,203
BAIK_115.jpg,320,320,baik,70,180,131,246
BAIK_117.jpg,320,320,baik,120,151,189,229
BAIK_118.jpg,320,320,baik,175,203,227,249
BAIK_119.jpg,320,320,baik,47,149,140,221
BAIK_12.jpg,320,320,baik,47,170,106,222
BAIK_120.jpg,320,320,baik,140,187,176,226
BAIK_121.jpg,320,320,baik,132,219,180,273
BAIK_122.jpg,320,320,baik,151,254,206,319
BAIK_123.jpg,320,320,baik,112,156,178,233
BAIK_124.jpg,320,320,baik,125,204,197,270
BAIK_125.jpg,320,320,baik,157,187,201,238
BAIK_127.jpg,320,320,baik,109,168,176,225
BAIK_128.jpg,320,320,baik,74,180,128,227
BAIK_129.jpg,320,320,baik,32,134,101,190
BAIK_13.jpg,320,320,baik,148,175,209,235
BAIK_130.jpg,320,320,baik,120,191,179,260
BAIK_132.jpg,320,320,baik,57,174,116,237
BAIK_133.jpg,320,320,baik,127,170,164,211
BAIK_134.jpg,320,320,baik,134,197,189,245
BAIK_136.jpg,320,320,baik,114,186,167,237
BAIK_137.jpg,320,320,baik,86,168,143,222
BAIK_139.jpg,320,320,baik,126,168,165,214
BAIK_140.jpg,320,320,baik,114,94,251,221
BAIK_141.jpg,320,320,baik,104,109,235,232
BAIK_142.jpg,320,320,baik,107,165,163,225
BAIK_143.jpg,320,320,baik,177,211,254,291
BAIK_144.jpg,320,320,baik,66,166,152,230
BAIK_145.jpg,320,320,baik,106,170,179,237
BAIK_146.jpg,320,320,baik,79,154,154,216
BAIK_147.jpg,320,320,baik,80,187,148,236
BAIK_148.jpg,320,320,baik,63,116,152,197
BAIK_149.jpg,320,320,baik,75,173,150,222
BAIK_15.jpg,320,320,baik,106,116,227,203
BAIK_150.jpg,320,320,baik,89,93,230,222
BAIK_152.jpg,320,320,baik,90,157,147,211
BAIK_153.jpg,320,320,baik,182,196,253,257
BAIK_155.jpg,320,320,baik,80,183,148,242
BAIK_156.jpg,320,320,baik,113,139,214,258
BAIK_159.jpg,320,320,baik,120,163,175,211
BAIK_16.jpg,320,320,baik,79,181,149,240
BAIK_160.jpg,320,320,baik,136,78,272,225
BAIK_161.jpg,320,320,baik,51,119,123,181
BAIK_162.jpg,320,320,baik,64,191,137,253
BAIK_163.jpg,320,320,baik,51,135,150,215
BAIK_164.jpg,320,320,baik,136,177,184,239
BAIK_165.jpg,320,320,baik,60,159,119,211
BAIK_166.jpg,320,320,baik,103,216,150,273
BAIK_167.jpg,320,320,baik,120,187,199,270
BAIK_168.jpg,320,320,baik,95,163,159,216
BAIK_169.jpg,320,320,baik,125,154,264,266
BAIK_17.jpg,320,320,baik,102,135,217,259
BAIK_170.jpg,320,320,baik,170,223,231,292
BAIK_171.jpg,320,320,baik,63,158,120,217
BAIK_172.jpg,320,320,baik,120,125,261,215
BAIK_173.jpg,320,320,baik,96,135,222,251
BAIK_174.jpg,320,320,baik,91,206,160,254
BAIK_176.jpg,320,320,baik,101,166,182,236
BAIK_177.jpg,320,320,baik,131,180,198,227
BAIK_178.jpg,320,320,baik,41,171,94,225
BAIK_179.jpg,320,320,baik,57,197,120,263
BAIK_18.jpg,320,320,baik,63,184,144,268
BAIK_180.jpg,320,320,baik,178,187,226,251
BAIK_181.jpg,320,320,baik,167,125,246,195
BAIK_182.jpg,320,320,baik,100,124,217,242
BAIK_183.jpg,320,320,baik,77,153,132,204
BAIK_184.jpg,320,320,baik,133,157,211,210
BAIK_185.jpg,320,320,baik,138,177,185,232
BAIK_186.jpg,320,320,baik,105,75,239,247
BAIK_187.jpg,320,320,baik,102,139,231,235
BAIK_188.jpg,320,320,baik,85,94,191,182
BAIK_189.jpg,320,320,baik,155,153,220,200
BAIK_19.jpg,320,320,baik,151,201,225,266
BAIK_190.jpg,320,320,baik,51,167,127,220
BAIK_191.jpg,320,320,baik,200,161,305,294
BAIK_192.jpg,320,320,baik,69,119,166,206
BAIK_193.jpg,320,320,baik,112,170,161,229
BAIK_194.jpg,320,320,baik,109,113,291,234
BAIK_195.jpg,320,320,baik,138,157,240,274
BAIK_198.jpg,320,320,baik,156,186,200,241
BAIK_199.jpg,320,320,baik,80,165,190,284
BAIK_2.jpg,320,320,baik,90,126,236,240
BAIK_201.jpg,320,320,baik,103,146,217,278
BAIK_23.jpg,320,320,baik,126,164,164,208
BAIK_24.jpg,320,320,baik,141,212,199,278
BAIK_25.jpg,320,320,baik,91,136,155,184
BAIK_26.jpg,320,320,baik,119,167,187,241
BAIK_27.jpg,320,320,baik,106,162,174,215
BAIK_28.jpg,320,320,baik,120,212,191,275
BAIK_29.jpg,320,320,baik,189,186,252,253
BAIK_3.jpg,320,320,baik,27,153,103,202
BAIK_30.jpg,320,320,baik,48,167,128,249
BAIK_31.jpg,320,320,baik,93,152,212,232
BAIK_32.jpg,320,320,baik,101,161,169,210
BAIK_33.jpg,320,320,baik,61,85,130,135
BAIK_34.jpg,320,320,baik,135,173,204,240
BAIK_35.jpg,320,320,baik,115,191,168,250
BAIK_36.jpg,320,320,baik,41,171,92,225
BAIK_37.jpg,320,320,baik,97,221,196,313
BAIK_39.jpg,320,320,baik,135,188,190,260
BAIK_4.jpg,320,320,baik,148,194,194,249
BAIK_40.jpg,320,320,baik,173,172,253,238
BAIK_41.jpg,320,320,baik,122,124,230,215
BAIK_42.jpg,320,320,baik,84,150,158,195
BAIK_43.jpg,320,320,baik,106,147,143,190
BAIK_44.jpg,320,320,baik,68,92,182,216
BAIK_45.jpg,320,320,baik,102,166,149,220
BAIK_47.jpg,320,320,baik,190,175,249,234
BAIK_48.jpg,320,320,baik,98,188,174,254
BAIK_5.jpg,320,320,baik,48,164,126,222
BAIK_50.jpg,320,320,baik,105,164,203,233
BAIK_52.jpg,320,320,baik,122,211,179,279
BAIK_53.jpg,320,320,baik,105,101,196,220
BAIK_54.jpg,320,320,baik,108,167,196,239
BAIK_55.jpg,320,320,baik,98,176,172,235
BAIK_56.jpg,320,320,baik,128,198,172,253
BAIK_57.jpg,320,320,baik,43,152,107,202
BAIK_58.jpg,320,320,baik,127,180,177,235
BAIK_59.jpg,320,320,baik,86,172,151,221
BAIK_6.jpg,320,320,baik,115,167,177,223
BAIK_60.jpg,320,320,baik,135,193,196,243
BAIK_61.jpg,320,320,baik,79,130,213,244
BAIK_62.jpg,320,320,baik,119,66,272,216
BAIK_63.jpg,320,320,baik,146,180,206,244
BAIK_64.jpg,320,320,baik,137,182,184,242
BAIK_65.jpg,320,320,baik,120,194,196,240
BAIK_66.jpg,320,320,baik,154,179,216,239
BAIK_67.jpg,320,320,baik,58,150,169,271
BAIK_68.jpg,320,320,baik,97,182,232,260
BAIK_69.jpg,320,320,baik,188,208,225,260
