filename,width,height,class,xmin,ymin,xmax,ymax
blue_image1.jpg,320,320,A,76,139,129,197
blue_image3.jpg,320,320,A,3,135,70,169
blue_image4.jpg,320,320,A,58,164,138,209
blue_image5.jpg,320,320,A,17,157,155,230
blue_image6.jpg,320,320,A,13,157,147,234
blue_image7.jpg,320,320,A,8,140,118,206
blue_image8.jpg,320,320,A,39,147,122,214
blue_image9.jpg,320,320,A,39,150,110,213
blue_image11.jpg,320,320,A,66,110,202,217
blue_image12.jpg,320,320,A,78,136,128,187
blue_image13.jpg,320,320,A,36,140,127,193
blue_image15.jpg,320,320,A,38,163,121,212
blue_image16.jpg,320,320,A,80,85,242,184
blue_image17.jpg,320,320,A,64,141,145,193
blue_image18.jpg,320,320,A,53,136,142,192
blue_image19.jpg,320,320,A,91,149,166,204
blue_image20.jpg,320,320,A,102,120,275,208
blue_image21.jpg,320,320,A,18,110,94,158
blue_image23.jpg,320,320,A,141,149,192,216
blue_image25.jpg,320,320,A,108,95,228,163
blue_image26.jpg,320,320,A,115,94,236,160
blue_image27.jpg,320,320,A,62,115,149,172
blue_image30.jpg,320,320,A,91,94,230,175
blue_image31.jpg,320,320,A,19,131,94,173
blue_image32.jpg,320,320,A,6,128,90,180
blue_image33.jpg,320,320,A,79,137,140,177
blue_image34.jpg,320,320,A,68,99,190,219
blue_image36.jpg,320,320,A,54,160,162,218
blue_image37.jpg,320,320,A,59,179,191,257
blue_image39.jpg,320,320,A,70,200,185,264
blue_image41.jpg,320,320,A,19,161,110,232
blue_image43.jpg,320,320,A,6,101,215,266
blue_image44.jpg,320,320,A,53,110,140,161
blue_image46.jpg,320,320,A,65,121,134,165
blue_image47.jpg,320,320,A,148,129,221,185
blue_image48.jpg,320,320,A,75,97,258,191
blue_image49.jpg,320,320,A,32,136,106,180
blue_image51.jpg,320,320,A,15,147,91,197
blue_image52.jpg,320,320,A,70,102,225,199
blue_image53.jpg,320,320,A,36,120,99,167
blue_image54.jpg,320,320,A,54,132,109,174
blue_image55.jpg,320,320,A,79,139,142,180
blue_image56.jpg,320,320,A,90,128,148,173
blue_image57.jpg,320,320,A,91,94,224,177
blue_image58.jpg,320,320,A,67,116,134,167
blue_image59.jpg,320,320,A,54,135,114,183
blue_image60.jpg,320,320,A,93,142,156,192
blue_image61.jpg,320,320,A,65,85,197,173
blue_image62.jpg,320,320,A,54,138,130,180
blue_image63.jpg,320,320,A,49,141,120,187
blue_image64.jpg,320,320,A,102,153,213,214
blue_image65.jpg,320,320,A,63,108,240,216
blue_image67.jpg,320,320,A,92,125,140,168
blue_image68.jpg,320,320,A,39,177,85,212
blue_image69.jpg,320,320,A,79,180,129,221
blue_image70.jpg,320,320,A,55,181,110,225
blue_image71.jpg,320,320,A,82,136,180,211
blue_image72.jpg,320,320,A,42,116,129,173
blue_image73.jpg,320,320,A,35,118,120,168
blue_image74.jpg,320,320,A,47,128,138,187
blue_image75.jpg,320,320,A,74,112,214,198
blue_image76.jpg,320,320,A,31,153,124,212
blue_image77.jpg,320,320,A,22,134,104,188
blue_image79.jpg,320,320,A,31,153,124,217
blue_image80.jpg,320,320,A,30,77,210,193
blue_image81.jpg,320,320,A,22,94,191,208
blue_image84.jpg,320,320,A,12,160,97,225
blue_image86.jpg,320,320,A,58,116,204,215
blue_image89.jpg,320,320,A,119,122,230,218
blue_image90.jpg,320,320,A,80,179,184,224
blue_image91.jpg,320,320,A,43,125,219,206
blue_image93.jpg,320,320,A,104,166,158,199
blue_image94.jpg,320,320,A,108,159,179,192
blue_image95.jpg,320,320,A,126,122,248,181
blue_image96.jpg,320,320,A,1,120,90,176
blue_image97.jpg,320,320,A,1,114,86,171
blue_image98.jpg,320,320,A,26,128,152,188
blue_image99.jpg,320,320,A,15,127,104,178
blue_image100.jpg,320,320,A,81,140,146,196
blue_image102.jpg,320,320,A,7,128,82,171
blue_image104.jpg,320,320,A,23,173,110,216
blue_image105.jpg,320,320,A,25,131,125,195
blue_image106.jpg,320,320,A,77,183,196,291
blue_image107.jpg,320,320,A,93,142,141,189
blue_image108.jpg,320,320,A,97,148,155,198
blue_image109.jpg,320,320,A,92,79,202,183
blue_image110.jpg,320,320,A,69,77,223,223
blue_image112.jpg,320,320,A,80,151,131,194
blue_image114.jpg,320,320,A,100,102,206,192
blue_image115.jpg,320,320,A,58,157,110,203
blue_image116.jpg,320,320,A,57,162,98,197
blue_image119.jpg,320,320,A,111,143,191,216
blue_image121.jpg,320,320,A,53,189,102,239
